Description,Technical  Class
"CYLINDER, SAMPLE, SIZE:1/4"" FNPT, VOLUME:1000 CM3, MATERIAL:316SS",SCH21
"WASHER, TYPE:B N, SIZE:1-1/2"", STANDARD:ASME B18.22.1-1965(R1981), MATERIAL:A200",SCH88
"VALVE, INTEGRAL CASTLE NEEDLE, SIZE:1/2"", RATING:344BAR, 5000PSIG, MATERIAL:STAINLESS STEEL AISI316",VMO99
"VALVE, CHECK, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT STEM, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"GASKET, SPIRAL WOUND, SIZE:DN600, 4.5 THK, STANDARD:ASME B16.20-2017, MATERIAL:316L SS+GRAPHITE, RATING:CLASS 300 RF",PTP38
"BOLT, STUD, TYPE:FULL THREAD, SIZE:1-1/2""-8UNX250L, STANDARD:ASME B18.2.1-2017, MATERIAL:A-320 L7",TSC04
"NUT(HEAVY), TYPE:HEXAGONAL, SIZE:1-1/2""-8UN, STANDARD:ASME B18.2.2-2015, MATERIAL:A-194 4L",SCH55
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-16 BARG",ICG04
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-10 BARG",ICG04
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES, SIZE:0.75 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:3/8"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:1/4"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"VALVE, BALL, TYPE:40G SERIES, 1-PIECE, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, 1 SERIES, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, TYPE:3-WAY, 1-PIECE 40G SERIES, SIZE:0.90 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY WITH VALVE, SIZE:0.2 CV, 1/4"". FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"2-VALVE GSM(ASSEMBLY), TYPE:1-PIECE 40 SERIES(NACE), SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",SCF28
"FLUID DISTRIBUTION HEADER, PIPE WITH 4 OUTLET(AT 1 SIDE RIGHT), SIZE:1/2"" FNPT, MATERIAL:316 STAINLESS STEEL",PTP98
"VALVE, STEM, TYPE:NON-ROTATING, SIZE:0.27 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",SCJ03
"VALVE, CHECK, SIZE:1/4"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/2"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY(INSTRUMENTATION), SIZE:0.2 CV, 1/4"". MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"INDICATOR, DP LEVEL(LOOP POWERED), TYPE:M20 FEMALE, SIZE:2"", RATING:4-20MA, MATERIAL:SUS316 CAST SS",ICI02
"CYLINDER, SAMPLE, SIZE:1/4"" FNPT, VOLUME:1000 CM3, MATERIAL:316SS",SCH21
"WASHER, TYPE:B N, SIZE:1-1/2"", STANDARD:ASME B18.22.1-1965(R1981), MATERIAL:A200",SCH88
"VALVE, INTEGRAL CASTLE NEEDLE, SIZE:1/2"", RATING:344BAR, 5000PSIG, MATERIAL:STAINLESS STEEL AISI316",VMO99
"VALVE, CHECK, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT STEM, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"GASKET, SPIRAL WOUND, SIZE:DN600, 4.5 THK, STANDARD:ASME B16.20-2017, MATERIAL:316L SS+GRAPHITE, RATING:CLASS 300 RF",PTP38
"BOLT, STUD, TYPE:FULL THREAD, SIZE:1-1/2""-8UNX250L, STANDARD:ASME B18.2.1-2017, MATERIAL:A-320 L7",TSC04
"NUT(HEAVY), TYPE:HEXAGONAL, SIZE:1-1/2""-8UN, STANDARD:ASME B18.2.2-2015, MATERIAL:A-194 4L",SCH55
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-16 BARG",ICG04
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:SST, RATING:0-25 BARG",ICG04
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES, SIZE:0.75 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:3/8"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:1/4"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"VALVE, BALL, TYPE:40G SERIES, 1-PIECE, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, 1 SERIES, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, TYPE:3-WAY, 1-PIECE 40G SERIES, SIZE:0.90 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY WITH VALVE, SIZE:0.2 CV, 1/4"". FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"2-VALVE GSM(ASSEMBLY), TYPE:1-PIECE 40 SERIES(NACE), SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",SCF28
"FLUID DISTRIBUTION HEADER, PIPE WITH 4 OUTLET(AT 1 SIDE RIGHT), SIZE:1/2"" FNPT, MATERIAL:316 STAINLESS STEEL",PTP98
"VALVE, STEM, TYPE:NON-ROTATING, SIZE:0.27 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",SCJ03
"VALVE, CHECK, SIZE:1/4"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/2"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY(INSTRUMENTATION), SIZE:0.2 CV, 1/4"". MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"INDICATOR, DP LEVEL(LOOP POWERED), TYPE:M20 FEMALE, SIZE:2"", RATING:4-20MA, MATERIAL:SUS316 CAST SS",ICI02
"CYLINDER, SAMPLE, SIZE:1/4"" FNPT, VOLUME:1000 CM3, MATERIAL:316SS",SCH21
"WASHER, TYPE:B N, SIZE:1-1/2"", STANDARD:ASME B18.22.1-1965(R1981), MATERIAL:A200",SCH88
"VALVE, INTEGRAL CASTLE NEEDLE, SIZE:1/2"", RATING:344BAR, 5000PSIG, MATERIAL:STAINLESS STEEL AISI316",VMO99
"VALVE, CHECK, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT STEM, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"GASKET, SPIRAL WOUND, SIZE:DN600, 4.5 THK, STANDARD:ASME B16.20-2017, MATERIAL:316L SS+GRAPHITE, RATING:CLASS 300 RF",PTP38
"BOLT, STUD, TYPE:FULL THREAD, SIZE:1-1/2""-8UNX250L, STANDARD:ASME B18.2.1-2017, MATERIAL:A-320 L7",TSC04
"NUT(HEAVY), TYPE:HEXAGONAL, SIZE:1-1/2""-8UN, STANDARD:ASME B18.2.2-2015, MATERIAL:A-194 4L",SCH55
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-16 BARG",ICG04
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:SST, RATING:0-25 BARG",ICG04
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES, SIZE:0.75 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:3/8"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:1/4"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"VALVE, BALL, TYPE:40G SERIES, 1-PIECE, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, 1 SERIES, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, TYPE:3-WAY, 1-PIECE 40G SERIES, SIZE:0.90 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY WITH VALVE, SIZE:0.2 CV, 1/4"". FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"2-VALVE GSM(ASSEMBLY), TYPE:1-PIECE 40 SERIES(NACE), SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",SCF28
"FLUID DISTRIBUTION HEADER, PIPE WITH 4 OUTLET(AT 1 SIDE RIGHT), SIZE:1/2"" FNPT, MATERIAL:316 STAINLESS STEEL",PTP98
"VALVE, STEM, TYPE:NON-ROTATING, SIZE:0.27 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",SCJ03
"VALVE, CHECK, SIZE:1/4"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/2"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY(INSTRUMENTATION), SIZE:0.2 CV, 1/4"". MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"INDICATOR, DP LEVEL(LOOP POWERED), TYPE:M20 FEMALE, SIZE:2"", RATING:4-20MA, MATERIAL:SUS316 CAST SS",ICI02
"QUICK CONNECT BODY, SIZE:1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY, FULL FLOW, KALREZ O-RING, SIZE:1.7 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY, SIZE:2.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, INTEGRAL CASTLE NEEDLE, SIZE:1/2"", RATING:344BAR, 5000PSIG, MATERIAL:STAINLESS STEEL AISI316",VMO99
"VALVE, CHECK, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMD99
"QUICK CONNECT STEM WITHOUT VALVE, SIZE:1/4"" FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-16 BARG",ICG04
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:SST, RATING:0-0.6 BARG",ICG04
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES, SIZE:0.75 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:1/4"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"HOSE(ASSEMBLY), PTFE-LINED, SIZE:1/4"" MNPT 36"", 91.4 CM LEN, MATERIAL:SS BRAIDED",SPI38
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES(NACE), SIZE:1.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3-WAY, 80 SERIES(NACE), SIZE:0.75 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT STEM WITHOUT VALVE, FULL FLOW, SIZE:1.7 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, NEEDLE, TYPE:N SERIES(NACE), SIZE:1/4"" MNPT, MATERIAL:2507 SUPER DUPLEX STAINLESS STEEL",VMO99
"VALVE, CHECK, TYPE:CH SERIES, SIZE:1/2 IN FNPT, MATERIAL:2507 SUPER DUPLEX STAINLESS STEEL",VMD99
"VALVE, NEEDLE, SIZE:0.21 CV, 1/4"" MNPT, VEE STEM (NACE), MATERIAL:316 STAINLESS STEEL",VMO99
"QUICK CONNECT STEM, FULL FLOW, SIZE:0.2 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY, FULL FLOW, SIZE:0.2 CV, 1/4"". MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"GASKET, SPIRAL WOUND, SIZE:NPS 24, RATING:CL 600",PTP38
"STUD, CONTINUOUS THREADED, SIZE:1-7/8""-8 UNX15 1/2 2A",TSC04
"NUT(HEAVY), HEXAGONAL, SIZE:1-7/8""-8UN 2B",SCH55
"WASHER, PLAIN, TYPE:B N, SIZE:1-7/8""",SCH88
"SWITCH, AIR PILOT, HIGH PRESSURE, MATERIAL:STAINLESS STEEL 316, RATING:700-4400 PSI(SET 2900 PSI/200 BARG",ICA03
"GAUGE, PRESSURE(NITROGEN OUTLET), MATERIAL:STAINLESS STEEL 316",ICG04
"GAUGE, PRESSURE(AIR INLET), MATERIAL:STAINLESS STEEL 316",ICG04
"GAUGE, PRESSURE(NITROGEN INLET), MATERIAL:STAINLESS STEEL 316",ICG04
"HOSE, HYDRAULIC(HIGH PRESSURE), SIZE:ID 1/4"", 5M",SPI38
"SWITCH, AIR PILOT, LOW PRESSURE, RATING:28-200PSI(SET 58 PSI/4 BARG), MATERIAL:STAINLESS STEEL 316",ICA03
"VALVE, NEEDLE FOR OUTLET/ATM, SIZE:1/4"" FNPT, RATING:6000 PSI, MATERIAL:STAINLESS STEEL 316",VMO99
"VALVE, BALL, TYPE:2 WAY, SIZE:1/2"", MATERIAL:STAINLESS STEEL 316",VMB99
"VALVE, PRESSURE RELIEF, SIZE:1/4"", RATING:SET PRESSURE 14 BAR, MATERIAL:STAINLESS STEEL 316",VAP99
"REGULATOR, AIR",VAA08
"VALVE, HAND WHEEL, TYPE:M25.1.5",SCJ03
"VALVE, BALL, SIZE:2"", MATERIAL:316 STAINLESS STEEL",VMB99
"GAUGE, PRESSURE(INDUSTRIAL LIQUID FILLED), TYPE:100MM FACE, RATING:0-16 BARG, MATERIAL:SS 316L",ICG04
"VALVE(ISOLATING), BALL, SIZE:1/2""",VMB99
"REGULATOR, HIGH PRESSURE",VAA08
"GAUGE, PRESSURE",ICG04
"VALVE, PRESSURE RELIEF",VAP99
"LED(RED), INDICATING, TYPE:IP56, IEC ZONE 2, GROUP IIA",ICA06
"LED(ORANGE), INDICATING, TYPE:IP56, IEC ZONE 2",ICA06
"LED(WHITE), INDICATING, TYPE:IP56, IEC ZONE 2",ICA06
"MODULE, INPUT, RATING:10-31 VDC 16 PTS (20 PIN)",SCD26
"ANALOG INPUT, TYPE:CONTROLLOGIX 16 POINT HART",ELA01
"ANALOG OUTPUT, TYPE:HART-CURRENT/VOLTAGE 8 PTS (20 PIN)",ELA01
"DISTRIBUTION MANIFOLD(AIR), TYPE:6-WAY, SIZE:1/2"" NPT TAKE OFF",ICA01
"VALVE, SOLENOID, RATING:5.7 WATT, CV 1.0, 145 PSI/10 BAR",ICA04
"VALVE, BALL, SIZE:3/4”, FLANGE RATING:150 RF",VMB99
"VALVE, BALL, SIZE:2"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, BALL, SIZE:3/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, BALL, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, BALL, SIZE:1.5"", FLANGE RATING:150",VMB99
"VALVE, BALL, TYPE:3 WAY, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"GAUGE, PRESSURE(INDUSTRIAL LIQUID FILLED), TYPE:100MM FACE, RATING:0-16 BARG, MATERIAL:SS 316L",ICG04
"VALVE, BALL WITH MAX-AIR ACTUATOR ST30 SPRING RETURN, TYPE:3 WAY, SIZE:1"", MATERIAL:316 STAINLESS STEEL",VMB99
"TRANSMITTER, PRESSURE, SIZE:1/2"" FNPT, MATERIAL:STAINLESS STEEL 316, RATING:0-16 BARG",ICT07
"VALVE, BALL(ON/OFF), SIZE:4"", RATING:150 RF, ASME B16.5",VMB99
"KIT, REPAIR FOR VALVE(ON/OFF)",SCH67
"TRANSMITTER, FLOW",ICT03
"VALVE, BALL(ON/OFF), SIZE:2"", RATING:150 RF, ASME B16.5",VMB99
"KIT, REPAIR FOR VALVE(ON/OFF)",SCH67
"BREAKER, CIRCUIT, TYPE:1P, CURVE C, IN = 6A, IEC ZONE 2",SCD05
"BREAKER, CIRCUIT, TYPE:2P, CURVE C, IN = 16A, IEC ZONE 1",SCD05
"MODULE, RELAY, RATING:VOLTAGE 24 VDC INPUT",SCD26
"BASE FUSE(SMALL) WITH FUSE, TYPE:G, 0.5A",SCD27
"FUSE, ELECTRONICALLY OUTPUT, RATING:10-31 VDC 16 PTS (20 PIN)",SCD27
"POWER SUPPLY ASSEMBLY, CONTROLLOGIX, RATING:85-265 VAC 24-48VDC 20A 480W",ELP05
"ORIFICE, FLOW/RESTRICITON",ICP01
"VALVE(REGULATOR), GAS PRESSURE CONTROL(FILTER WITH PRESSURE GAUGE), TYPE:40-50 MICRON, SIZE:1/4"", MATERIAL:STAINLESS STEEL 316, RATING:0.4-10 BAR",VAC99
"FILTER, TYPE:PF 070",MEF02
"FILTER, COALESCING",MEF02
"VALVE, FLOW CONTROL AND POSOTIONER",VAC99
"HOUSING, MEMBRANE",MEI99
"SWITCH(ON/OFF), LIMIT, MATERIAL:316 STAINLESS STEEL",SCD24
"VALVE, RELIEF, SIZE:1/2""",VAP99
"VALVE, RELIEF, SIZE:1/2""",VAP99
"VALVE, PRESSURE SAFETY, SIZE:INLET 1""XOUTLET 2"", RATING:ANSI 150 RF, MATERIAL:SA-351 CF8M",VAP99
"TRANSMITTER, PRESSURE, SIZE:1/2"" FNPT, RATING:0-20 BARG, MATERIAL:316 STAINLESS STEEL",ICT07
"GAUGE, PRESSURE(INDUSTRIAL LIQUID FILLED), TYPE:100MM FACE, RATING:0-16 BARG, MATERIAL:SS 316L",ICG04
"VALVE, BALL, SIZE:2"", MATERIAL:316 STAINLESS STEEL",VMB99
"KIT, SEPARATOR(3000 HOURS/1 YEAR)",SCH67
"KIT, MAINTENANCE(9000 HOURS/3 YEARS)",GMA00
"CONTROLLER, SMART PILOT",SCF03
"BREAKER, MOTOR CIRCUIT",SCD05
"LAMP(BLUE), SIGNAL",SCD34
"LAMP(RED), SIGNAL",SCD34
"SWITCH, LOAD BREAK",SCD24
"FUSE, RATING:3.15A",SCD27
"COIL , SHUT OFF VALVE(WATER CIRCULATION)",MEC06
"BODY, SHUT OFF VALVE",MEC06
"VALVE, BALL",VMB99
"VALVE(DRAIN/UNLOADING), SOLENOID, TYPE:6014",ICA04
"VALVE, OFF-LOADING(NOISE REDUCTION)",SCJ03
"AUTO DRAIN INCLUDING STRAINER, LEVEL CONTROLLED",MEC06
"VALVE, BALL(MINI)",VMB99
2-218/2-010/2-211/2-216/2-030 NBR 70,MEF02
"KIT, SERVICE(TMC D-30 CONTROL DRAIN)",GMA00
"KIT, OIL CHANGE(1500 HOURS/1 YEAR)",SCH67
"ELEMENT, OIL FILTER",CTZ04
"KIT, SEPARATOR(3000 HOURS/1 YEAR)",SCH67
"KIT, MAINTENANCE(9000 HOURS/3 YEARS)",GMA00
"CONTROLLER, SMART PILOT",SCF03
"BREAKER, MOTOR CIRCUIT",SCD05
"LAMP(BLUE), SIGNAL",SCD34
"LAMP(RED), SIGNAL",SCD34
"SWITCH, LOAD BREAK",SCD24
"FUSE, RATING:3.15A",SCD27
"COIL , SHUT OFF VALVE(WATER CIRCULATION)",MEC06
"BODY, SHUT OFF VALVE",MEC06
"VALVE, BALL",VMB99
"VALVE(DRAIN/UNLOADING), SOLENOID, TYPE:6014",ICA04
"VALVE, OFF-LOADING(NOISE REDUCTION)",SCJ03
"AUTO DRAIN INCLUDING STRAINER, LEVEL CONTROLLED",MEC06
"VALVE, BALL(MINI)",VMB99
"KIT, AIR FILTER(3000 HOURS/1 YEAR)",MEF02
"KIT, SERVICE(TMC D-30 CONTROL DRAIN)",GMA00
"KIT, OIL CHANGE(1500 HOURS/1 YEAR)",SCH67
"ELEMENT, OIL FILTER",CTZ04
"KIT, SEPARATOR(3000 HOURS/1 YEAR)",SCH67
"KIT, MAINTENANCE(9000 HOURS/3 YEARS)",GMA00
"CONTROLLER, SMART PILOT",SCF03
"BREAKER, MOTOR CIRCUIT",SCD05
"LAMP(BLUE), SIGNAL",SCD34
"LAMP(RED), SIGNAL",SCD34
"SWITCH, LOAD BREAK",SCD24
"FUSE, RATING:3.15A",SCD27
"COIL , SHUT OFF VALVE(WATER CIRCULATION)",MEC06
"BODY, SHUT OFF VALVE",MEC06
"VALVE, BALL",VMB99
"VALVE(DRAIN/UNLOADING), SOLENOID, TYPE:6014",ICA04
"VALVE, OFF-LOADING(NOISE REDUCTION)",SCJ03
"AUTO DRAIN INCLUDING STRAINER, LEVEL CONTROLLED",MEC06
"VALVE, BALL(MINI)",VMB99
"KIT, AIR FILTER(3000 HOURS/1 YEAR)",MEF02
"KIT, SERVICE(TMC D-30 CONTROL DRAIN)",GMA00
"KIT, OIL CHANGE(1500 HOURS/1 YEAR)",SCH67
"ELEMENT, OIL FILTER",CTZ04
"KIT, SEPARATOR(3000 HOURS/1 YEAR)",SCH67
"KIT, MAINTENANCE(9000 HOURS/3 YEARS)",GMA00
"CONTROLLER, SMART PILOT",SCF03
"BREAKER, MOTOR CIRCUIT",SCD05
"LAMP(BLUE), SIGNAL",SCD34
"LAMP(RED), SIGNAL",SCD34
"SWITCH, LOAD BREAK",SCD24
"FUSE, RATING:3.15A",SCD27
"COIL , SHUT OFF VALVE(WATER CIRCULATION)",MEC06
"BODY, SHUT OFF VALVE",MEC06
