description,technical_code
Consumables & Tools-Tools-Hydraulic Tool-Hydraulic Tool-Hydraulic Tool,CTL06
"Consumables & Tools-Tools-Instru. Tool (measuring, testing)-Instru. Tool (measuring, testing)-Instru. Tool (measuring, testing)",CTL07
Consumables & Tools-Tools-Staging/Scaffolding (Purchase)-Staging/Scaffolding (Purchase)-Staging/Scaffolding (Purchase),CTL08
Consumables & Tools-Tools-Special Tools-Special Tools-Special Tools,CTL09
Consumables & Tools-Tools-Other Tools-Other Tools-Other Tools,CTL99
General Services-Office Services-Office Facilities-Office Facilities-Office Facilities,GSO01
General Services-Office Services-Office Admin. & Maintenance-Office Admin. & Maintenance-Office Admin. & Maintenance,GSO02
General Services-Office Services-IT - Comp. rent & maintenance costs-IT - Comp. rent & maintenance costs-IT - Comp. rent & maintenance costs,GSO03
General Services-Office Services-I.T. - Others-I.T. - Others-I.T. - Others,GSO04
General Services-Office Services-Office Utilities-Office Utilities-Office Utilities,GSO05
General Services-Office Services-Office Telecom-Office Telecom-Office Telecom,GSO06
General Services-Office Services-Subscription-Subscription-Subscription,GSO07
General Services-Office Services-Office Rental-Office Rental-Office Rental,GSO08
General Services-Office Services-Car Rental-Car Rental-Car Rental,GSO09
General Services-Consultancy/Advisory-Cons./Advisory - Legal Cons. Fees-Cons./Advisory - Legal Cons. Fees-Cons./Advisory - Legal Cons. Fees,GSC01
General Services-Consultancy/Advisory-Cons./Advisory - Accounting Audit-Cons./Advisory - Accounting Audit-Cons./Advisory - Accounting Audit,GSC02
General Services-Consultancy/Advisory-Cons./Advisory - Non account.Audit-Cons./Advisory - Non account.Audit-Cons./Advisory - Non account.Audit,GSC03
General Services-Consultancy/Advisory-Cons./Advisory - Tax Advisory Fees-Cons./Advisory - Tax Advisory Fees-Cons./Advisory - Tax Advisory Fees,GSC04
General Services-Consultancy/Advisory-Cons./Advisory - Local Cont. Audit-Cons./Advisory - Local Cont. Audit-Cons./Advisory - Local Cont. Audit,GSC05
General Services-Consultancy/Advisory-Cons./Advisory - Other Cons. Fees-Cons./Advisory - Other Cons. Fees-Cons./Advisory - Other Cons. Fees,GSC06
General Services-Consultancy/Advisory-Cons./Advisory - Directors Fees-Cons./Advisory - Directors Fees-Cons./Advisory - Directors Fees,GSC07
General Services-Consultancy/Advisory-Consultancy/Advisory - Broker Fees-Consultancy/Advisory - Broker Fees-Consultancy/Advisory - Broker Fees,GSC08
"General Services-Consultancy/Advisory-Conf., exhibition & special events-Conf., exhibition & special events-Conf., exhibition & special events",GSC09
General Services-Consultancy/Advisory-Translation Services-Translation Services-Translation Services,GSC10
General Services-Marketing-Marketing-Marketing-Marketing,GSM01
General Services-Advertising-Advertising-Advertising-Advertising,GSA01
General Services-Insurance-Construc. All Risks Insurance (CAR)-Construc. All Risks Insurance (CAR)-Construc. All Risks Insurance (CAR),GSI01
General Services-Insurance-Hull & Machinery Insurance (H&M)-Hull & Machinery Insurance (H&M)-Hull & Machinery Insurance (H&M),GSI02
General Services-Insurance-Office Insurance-Office Insurance-Office Insurance,GSI03
General Services-Insurance-Computer Insurance-Computer Insurance-Computer Insurance,GSI04
General Services-Insurance-Office Utilities-Office Utilities-Office Utilities,GSI05
General Services-Insurance-Other Insurance-Other Insurance-Other Insurance,GSI09
General Services-Lease-Lease-Lease-Lease,GSL01
Support & Technical Services-Engineering Studies-Electrical-Electrical-Electrical,TSE01
Support & Technical Services-Engineering Studies-Reliability-Reliability-Reliability,TSE02
Support & Technical Services-Engineering Studies-Geotechnics-Geotechnics-Geotechnics,TSE03
Support & Technical Services-Engineering Studies-HVAC-HVAC-HVAC,TSE04
Support & Technical Services-Engineering Studies-Hydrodynamics-Hydrodynamics-Hydrodynamics,TSE05
Support & Technical Services-Engineering Studies-Intg. ctrl & Safety System (ICSS)-Intg. ctrl & Safety System (ICSS)-Intg. ctrl & Safety System (ICSS),TSE06
Support & Technical Services-Engineering Studies-Information Management-Information Management-Information Management,TSE07
Support & Technical Services-Engineering Studies-Instrumentation-Instrumentation-Instrumentation,TSE08
Support & Technical Services-Engineering Studies-Installation-Installation-Installation,TSE09
Support & Technical Services-Engineering Studies-Marine-Marine-Marine,TSE10
Support & Technical Services-Engineering Studies-Mechanical Design-Mechanical Design-Mechanical Design,TSE11
Support & Technical Services-Engineering Studies-Mechanical Eqt (Static & Rotating)-Mechanical Eqt (Static & Rotating)-Mechanical Eqt (Static & Rotating),TSE12
Support & Technical Services-Engineering Studies-Mooring and Tendons-Mooring and Tendons-Mooring and Tendons,TSE13
Support & Technical Services-Engineering Studies-Material & Corrosion Protection-Material & Corrosion Protection-Material & Corrosion Protection,TSE14
Support & Technical Services-Engineering Studies-Naval Architecture-Naval Architecture-Naval Architecture,TSE15
Support & Technical Services-Engineering Studies-Piping-Piping-Piping,TSE16
Support & Technical Services-Engineering Studies-Project Management-Project Management-Project Management,TSE17
Support & Technical Services-Engineering Studies-Process-Process-Process,TSE18
"Support & Technical Services-Engineering Studies-Risers, Flowlines & Umbilicals-Risers, Flowlines & Umbilicals-Risers, Flowlines & Umbilicals",TSE19
Support & Technical Services-Engineering Studies-Safety & Loss Prevention-Safety & Loss Prevention-Safety & Loss Prevention,TSE20
Support & Technical Services-Engineering Studies-Structural-Structural-Structural,TSE21
Support & Technical Services-Engineering Studies-Telecommunication-Telecommunication-Telecommunication,TSE22
Support & Technical Services-Engineering Studies-Technical Publications-Technical Publications-Technical Publications,TSE23
Support & Technical Services-Engineering Studies-Weight Control-Weight Control-Weight Control,TSE24
Support & Technical Services-Engineering Studies-Installation-Installation-Installation,TSE25
Support & Technical Services-Inspections-Field Inspection & NDT-Field Inspection & NDT-Field Inspection & NDT,TSI01
Support & Technical Services-Inspections-Field Expediting-Field Expediting-Field Expediting,TSI02
Support & Technical Services-Inspections-EX Inspections-EX Inspections-EX Inspections,TSI03
Support & Technical Services-Inspections-Equipment Inspection-Equipment Inspection-Equipment Inspection,TSI04
Support & Technical Services-Survey-Material Testing & Examination-Material Testing & Examination-Material Testing & Examination,TSS01
Support & Technical Services-Survey-Diving Survey (UWILD)-Diving Survey (UWILD)-Diving Survey (UWILD),TSS02
Support & Technical Services-Survey-Geotechnical Survey-Geotechnical Survey-Geotechnical Survey,TSS03
Support & Technical Services-Survey-Meteorological Survey-Meteorological Survey-Meteorological Survey,TSS04
Support & Technical Services-Survey-Positioning Survey-Positioning Survey-Positioning Survey,TSS05
Support & Technical Services-Survey-Asbestos Survey-Asbestos Survey-Asbestos Survey,TSS06
Support & Technical Services-Survey-Other Survey-Other Survey-Other Survey,TSS07
Support & Technical Services-Analysis-Foam Analysis-Foam Analysis-Foam Analysis,TSA01
Support & Technical Services-Analysis-FO  Analysis-FO  Analysis-FO  Analysis,TSA02
Support & Technical Services-Analysis-Gas Analysis-Gas Analysis-Gas Analysis,TSA03
Support & Technical Services-Analysis-Grease Analysis-Grease Analysis-Grease Analysis,TSA04
Support & Technical Services-Analysis-LO Analysis-LO Analysis-LO Analysis,TSA05
Support & Technical Services-Analysis-MGO Sample Analysis-MGO Sample Analysis-MGO Sample Analysis,TSA06
Support & Technical Services-Analysis-Vibration Monitoring Equipment-Vibration Monitoring Equipment-Vibration Monitoring Equipment,TSA07
Support & Technical Services-Analysis-Water Analysis-Water Analysis-Water Analysis,TSA08
Support & Technical Services-Machining-Proof Bodies Machining-Proof Bodies Machining-Proof Bodies Machining,TSB01
Support & Technical Services-Machining-Other Machining-Other Machining-Other Machining,TSB99
Support & Technical Services-Calibration-Fire & Gas Calibration-Fire & Gas Calibration-Fire & Gas Calibration,TSC01
Support & Technical Services-Calibration-Laboratory Building Calibration-Laboratory Building Calibration-Laboratory Building Calibration,TSC02
Support & Technical Services-Calibration-Pressure Safety Valves Calibration-Pressure Safety Valves Calibration-Pressure Safety Valves Calibration,TSC03
Support & Technical Services-Calibration-Bolt Tensioning-Bolt Tensioning-Bolt Tensioning,TSC04
Support & Technical Services-Calibration-Metering Equipment Calibration-Metering Equipment Calibration-Metering Equipment Calibration,TSC05
Support & Technical Services-Calibration-Tool Calibration-Tool Calibration-Tool Calibration,TSC06
"Support & Technical Services-Regulatory Compliance-Registr., Classific. & Certif.-Registr., Classific. & Certif.-Registr., Classific. & Certif.",TSR01
Support & Technical Services-Regulatory Compliance-Design Review-Design Review-Design Review,TSR02
Support & Technical Services-Regulatory Compliance-Class-Class-Class,TSR03
Support & Technical Services-Regulatory Compliance-Local Class-Local Class-Local Class,TSR04
Support & Technical Services-Regulatory Compliance-Flag-Flag-Flag,TSR05
Support & Technical Services-Regulatory Compliance-ISPS accredidation-ISPS accredidation-ISPS accredidation,TSR06
Support & Technical Services-Regulatory Compliance-Local Norm Regulation-Local Norm Regulation-Local Norm Regulation,TSR07
Support & Technical Services-Vendor Representative-Vendor Call-out - Onshore-Vendor Call-out - Onshore-Vendor Call-out - Onshore,TSV01
Support & Technical Services-Vendor Representative-Vendor Call-out - Offshore-Vendor Call-out - Offshore-Vendor Call-out - Offshore,TSV02
Support & Technical Services-Other Support & Tech. Services-Subcontract Services Brownfield-Subcontract Services Brownfield-Subcontract Services Brownfield,TSZ01
Support & Technical Services-Other Support & Tech. Services-CMMS External Services-CMMS External Services-CMMS External Services,TSZ02
Support & Technical Services-Other Support & Tech. Services-Data Management external services-Data Management external services-Data Management external services,TSZ03
Support & Technical Services-Other Support & Tech. Services-Digital Services-Digital Services-Digital Services,TSZ04
Support & Technical Services-Other Support & Tech. Services-Subcontract Services for Fleet Support-Subcontract Services for Fleet Support-Subcontract Services for Fleet Support,TSZ05
Support & Technical Services-Other Support & Tech. Services-Subcontract Services for Shutdown-Subcontract Services for Shutdown-Subcontract Services for Shutdown,TSZ06
Support & Technical Services-Other Support & Tech. Services-Subcontract Services for Offshore Queries-Subcontract Services Offshore Queries-Subcontract Services for Offshore Queries,TSZ07
Support & Technical Services-Other Support & Tech. Services-Subcontracted Services for Decommissioning-Subcontract Services Decommissioning-Subcontracted Services for Decommissioning,TSZ08
General Maintenance-General Maintenance-Service Maintenance-Service Maintenance-Service Maintenance,GMA00
General Maintenance-General Maintenance-Serv. Maint. - ICSS-Serv. Maint. - ICSS-Serv. Maint. - ICSS,GMA01
General Maintenance-General Maintenance-Serv. Maint. - ER Plant Eqt -Serv. Maint. - ER Plant Eqt -Serv. Maint. - ER Plant Eqt ,GMA02
General Maintenance-General Maintenance-Serv. Maint. - Cargo Eqt / Systems-Serv. Maint. - Cargo Eqt / Systems-Serv. Maint. - Cargo Eqt / Systems,GMA03
"General Maintenance-General Maintenance-Serv. Maint. - Pwr G., Dist., Elec.-Serv. Maint. - Pwr G., Dist., Elec.-Serv. Maint. - Pwr G., Dist., Elec.",GMA04
General Maintenance-General Maintenance-Serv. Maint. - Mooring / Turret-Serv. Maint. - Mooring / Turret-Serv. Maint. - Mooring / Turret,GMA05
General Maintenance-General Maintenance-Service Maintenance - Safety Eqt-Service Maintenance - Safety Eqt-Service Maintenance - Safety Eqt,GMA06
General Maintenance-General Maintenance-Serv. Maint. - Gas Compression-Serv. Maint. - Gas Compression-Serv. Maint. - Gas Compression,GMA07
"General Maintenance-General Maintenance-Serv. Maint. - Water Inj., SRP-Serv. Maint. - Water Inj., SRP-Serv. Maint. - Water Inj., SRP",GMA08
General Maintenance-General Maintenance-Service Maintenance - Process-Service Maintenance - Process-Service Maintenance - Process,GMA09
"General Maintenance-General Maintenance-Serv. Maint. - Comm.s, Nav., IT Eqt-Serv. Maint. - Comm.s, Nav., IT Eqt-Serv. Maint. - Comm.s, Nav., IT Eqt",GMA10
General Maintenance-General Maintenance-Serv. Maint. - Cat. Eqt and Acco.-Serv. Maint. - Cat. Eqt and Acco.-Serv. Maint. - Cat. Eqt and Acco.,GMA11
General Maintenance-General Maintenance-Service Maintenance - HVAC-Service Maintenance - HVAC-Service Maintenance - HVAC,GMA12
General Maintenance-General Maintenance-Service Maintenance - Rigging Eqt-Service Maintenance - Rigging Eqt-Service Maintenance - Rigging Eqt,GMA13
General Maintenance-General Maintenance-Serv. Maint. - Mat. test. & exam.-Serv. Maint. - Mat. test. & exam.-Serv. Maint. - Mat. test. & exam.,GMA14
General Maintenance-General Maintenance-Serv. Maint. - Paint. & Fab. Maint.-Serv. Maint. - Paint. & Fab. Maint.-Serv. Maint. - Paint. & Fab. Maint.,GMA15
General Maintenance-General Maintenance-Serv. Maint. - Piping Repair-Serv. Maint. - Piping Repair-Serv. Maint. - Piping Repair,GMA16
General Maintenance-General Maintenance-Serv. Maint. - Other Maint&Repair-Serv. Maint. - Other Maint&Repair-Serv. Maint. - Other Maint&Repair,GMA17
General Maintenance-0-Maintenance Strategy (AIM)-Maintenance Strategy (AIM)-Maintenance Strategy (AIM),GMC01
General Maintenance-0-Condition based maintenance (AIM)-Condition based maintenance (AIM)-Condition based maintenance (AIM),GMC02
General Maintenance-0-Corrosion monitoring (AIM)-Corrosion monitoring (AIM)-Corrosion monitoring (AIM),GMC03
General Maintenance-0-Other Technical Asset Dev-Other Technical Asset Dev-Other Technical Asset Dev,GMC04
Yard & Marine Operations-Mobilisation of Vessel-Mobilisation of Vessel-Mobilisation of Vessel-Mobilisation of Vessel,YMA01
Yard & Marine Operations-Mobilisation of Vessel-Vessel Installer-Vessel Installer-Vessel Installer,YMA02
Yard & Marine Operations-Mobilisation of Vessel-Towing Tug-Towing Tug-Towing Tug,YMA03
Yard & Marine Operations-Mobilisation of Vessel-ROV-ROV-ROV,YMA04
Yard & Marine Operations-Mobilisation of Vessel-Crew Boat-Crew Boat-Crew Boat,YMA05
Yard & Marine Operations-Mobilisation of Vessel-Anchor Handling Tug-Anchor Handling Tug-Anchor Handling Tug,YMA06
Yard & Marine Operations-Mobilisation of Vessel-Flotel-Flotel-Flotel,YMA07
Yard & Marine Operations-Equipment & Tool rental-Equipment & Tool Rental-Equipment & Tool Rental-Equipment & Tool Rental,YMB00
Yard & Marine Operations-Equipment & Tool rental-Equipment & Tool Rental - Crane-Equipment & Tool Rental - Crane-Equipment & Tool Rental - Crane,YMB01
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Container-Eqt & Tool Rental - Container-Eqt & Tool Rental - Container,YMB02
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Diesel Comp.-Eqt & Tool Rental - Diesel Comp.-Eqt & Tool Rental - Diesel Comp.,YMB03
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Diesel Gen.-Eqt & Tool Rental - Diesel Gen.-Eqt & Tool Rental - Diesel Gen.,YMB04
"Yard & Marine Operations-Equipment & Tool rental-Eqt, Tool Rent - Gen. Test Bench-Eqt, Tool Rent - Gen. Test Bench-Eqt, Tool Rent - Gen. Test Bench",YMB05
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Scaffoldings-Eqt & Tool Rental - Scaffoldings-Eqt & Tool Rental - Scaffoldings,YMB06
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Cutting Tool-Eqt & Tool Rental - Cutting Tool-Eqt & Tool Rental - Cutting Tool,YMB07
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Grinding tool-Eqt & Tool Rental - Grinding tool-Eqt & Tool Rental - Grinding tool,YMB08
Yard & Marine Operations-Equipment & Tool rental-Eqt & Tool Rental - Hydraulic Jack-Eqt & Tool Rental - Hydraulic Jack-Eqt & Tool Rental - Hydraulic Jack,YMB09
Yard & Marine Operations-Equipment & Tool rental-Equipment & Tool Rental - Forklift-Equipment & Tool Rental - Forklift-Equipment & Tool Rental - Forklift,YMB10
Yard & Marine Operations-Equipment & Tool rental-Equipment & Tool Rental - Truck-Equipment & Tool Rental - Truck-Equipment & Tool Rental - Truck,YMB11
Yard & Marine Operations-Equipment & Tool rental-Equipment & Tool Rental - Trailer-Equipment & Tool Rental - Trailer-Equipment & Tool Rental - Trailer,YMB12
Yard & Marine Operations-Catering-Catering Services-Catering Services-Catering Services,YME01
